1,93792,"2,16,17,"
2,0,"3,5,6,7,8,9,11,12,13,14,15,435,552,650,"
3,0,"4,519,"
4,0,"5,6,7,8,9,555,"
5,0,""
6,0,""
7,0,""
8,0,""
9,0,""
10,0,"11,12,13,554,556,"
11,0,""
12,0,""
13,0,""
14,0,""
15,0,""
16,277,""
17,93515,"18,503,657,"
18,93358,"19,227,254,361,388,398,417,429,438,442,445,452,465,485,"
19,33889,"20,116,118,133,136,137,185,189,199,228,461,471,"
20,16857,"15,21,73,77,79,89,99,100,102,103,104,105,106,107,108,109,110,111,112,113,114,117,119,120,129,134,170,190,466,470,554,601,606,622,626,680,690,692,781,785,789,"
21,2271,"22,41,59,66,"
22,1848,"23,36,"
23,0,"24,25,26,27,28,29,30,31,32,33,34,35,"
24,0,""
25,0,""
26,0,""
27,0,""
28,0,""
29,0,""
30,0,""
31,0,""
32,0,""
33,0,""
34,0,""
35,0,""
36,0,"37,38,39,40,"
37,0,""
38,0,""
39,0,""
40,0,""
41,0,"42,44,46,47,48,49,50,51,52,53,54,55,56,57,58,"
42,0,"43,"
43,0,""
44,0,"45,"
45,0,""
46,0,""
47,0,""
48,0,""
49,0,""
50,0,""
51,0,""
52,0,""
53,0,""
54,0,""
55,0,""
56,0,""
57,0,""
58,0,""
59,421,"60,61,62,63,64,65,"
60,0,"61,62,"
61,0,""
62,0,""
63,0,"64,65,"
64,0,""
65,0,""
66,0,"67,68,69,70,71,72,"
67,0,""
68,0,"67,69,"
69,0,""
70,0,"71,72,"
71,0,""
72,0,""
73,0,""
74,13003,"75,77,79,91,93,94,99,134,138,943,"
75,0,"76,"
76,0,""
77,250,"78,88,624,917,"
78,194,""
79,6377,"80,81,83,84,85,86,87,"
80,0,""
81,0,""
82,0,""
83,0,"82,"
84,0,""
85,0,""
86,0,""
87,0,""
88,0,""
89,4132,"564,"
90,0,""
91,0,"643,652,"
93,0,"113,"
94,2063,"95,96,"
95,0,""
96,0,"97,"
97,0,""
98,0,""
99,0,"641,694,914,"
100,0,"101,"
101,0,"102,103,104,105,106,107,108,109,110,608,"
102,0,""
103,0,""
104,0,""
105,0,""
106,0,""
107,0,""
108,0,""
109,0,""
110,0,""
111,0,""
112,0,""
113,0,""
114,0,""
115,0,""
116,0,"117,644,838,"
117,0,""
118,0,"119,"
119,0,"120,123,125,130,466,786,787,788,805,822,823,824,825,"
120,0,"785,"
121,0,""
122,0,""
123,0,""
124,0,""
125,0,"126,127,"
126,0,""
127,0,""
128,0,""
129,0,""
130,0,""
131,0,""
133,162,"134,135,251,597,"
134,162,""
135,0,""
136,0,"681,"
137,13003,"138,171,188,228,"
138,0,"140,147,148,149,150,151,152,153,154,155,156,157,158,159,169,464,790,"
140,0,"141,142,143,144,145,146,"
141,0,""
142,0,""
143,0,""
144,0,""
145,0,""
146,0,""
147,0,""
148,0,""
149,0,""
150,0,""
151,0,""
152,0,""
153,0,""
154,0,""
155,0,"56,"
156,0,""
157,0,""
158,0,""
159,0,"160,162,164,166,167,168,"
160,0,"37,161,"
161,0,"50,"
162,0,"42,46,49,54,163,"
163,0,"43,52,"
164,0,"165,"
165,0,"45,53,"
166,0,""
167,0,""
168,0,""
169,0,"170,"
170,0,""
171,13003,"172,178,179,180,181,182,183,184,185,187,478,486,595,596,697,707,768,"
172,0,"173,174,175,176,177,"
173,0,""
174,0,""
175,0,""
176,0,""
177,0,""
178,0,""
179,0,"180,181,"
180,0,""
181,0,""
182,0,""
183,0,"942,"
184,0,""
185,0,"186,625,"
186,0,""
187,0,"839,"
188,0,"198,"
189,1288,"128,129,190,195,198,681,682,839,"
190,0,""
191,0,""
192,0,""
193,0,""
194,0,""
195,0,""
196,0,""
197,0,""
198,0,""
199,2483,"200,216,221,779,"
200,2481,"201,202,203,209,212,213,214,215,226,359,497,524,526,538,598,612,"
201,0,""
202,0,""
203,0,"204,205,208,"
204,0,""
205,0,"206,207,"
206,0,""
207,0,""
208,0,""
209,0,"210,211,550,"
210,0,"535,536,537,"
211,0,""
212,0,""
213,0,""
214,0,""
215,0,"11,"
216,0,"219,220,493,"
219,0,"433,"
220,0,""
221,0,"222,223,224,356,396,397,451,"
222,0,""
223,0,"778,"
224,0,""
226,0,"244,"
227,0,"242,243,244,245,246,248,250,251,252,253,350,382,558,559,573,586,589,605,648,650,684,"
228,0,"229,233,237,241,"
229,0,"230,231,232,"
230,0,""
231,0,""
232,0,""
233,0,"234,235,236,"
234,0,""
235,0,""
236,0,""
237,0,"238,239,240,"
238,0,""
239,0,""
240,0,"130,"
241,0,""
242,0,""
243,0,""
244,0,""
245,0,""
246,0,""
248,0,"600,"
250,0,""
251,0,""
252,0,""
253,0,""
254,29904,"255,256,258,259,260,261,264,272,285,287,295,310,330,345,355,358,359,565,602,653,654,655,656,693,778,779,784,798,807,"
255,583,"261,262,263,521,522,549,620,640,798,"
256,0,""
257,0,""
258,0,""
259,0,""
260,0,"13,258,"
261,0,""
262,0,""
263,0,""
264,5653,"265,275,282,284,"
265,0,"250,266,267,268,269,271,274,610,648,"
266,0,"9,520,556,"
267,0,"623,"
268,0,""
269,0,"250,266,267,268,270,271,274,648,"
270,0,""
271,0,"272,273,"
272,0,""
273,0,""
274,0,""
275,0,"276,277,278,279,280,281,618,689,732,"
276,0,""
277,0,""
278,0,""
279,0,""
280,0,""
281,0,""
282,0,"283,708,"
283,0,""
284,1176,"269,282,285,286,287,346,782,923,942,"
285,0,"219,732,862,863,926,927,"
286,0,"842,"
287,976,"261,262,263,301,303,304,306,307,308,309,384,521,522,592,603,620,640,645,798,804,836,"
288,0,""
289,0,""
290,0,"291,293,350,"
291,0,""
293,0,""
294,0,""
295,0,"296,297,298,299,599,"
296,0,""
297,0,""
298,0,""
299,0,"370,"
300,0,""
