"linux:linux_kernel:2.6.0",264
"linux:linux_kernel:2.6.1",244
"linux:linux_kernel:2.6.2",231
"linux:linux_kernel:2.6.10",231
"linux:linux_kernel:2.6.11",222
"linux:linux_kernel:2.6.11.6",213
"linux:linux_kernel:2.6.11.5",212
"linux:linux_kernel:2.6.11.7",210
"linux:linux_kernel:2.6.11.8",209
"linux:linux_kernel:2.6.3",203
"linux:linux_kernel:2.6.5",203
"linux:linux_kernel:2.6.4",202
"mozilla:firefox:1.0",202
"linux:linux_kernel:2.6.6",197
"linux:linux_kernel:2.6.7",196
"linux:linux_kernel:2.6.11.11",195
"linux:linux_kernel:2.6.8",194
"linux:linux_kernel:2.6.13",194
"linux:linux_kernel:2.6.12.2",193
"linux:linux_kernel:2.6.12.1",193
"linux:linux_kernel:2.6.12.3",193
"linux:linux_kernel:2.6.12.4",193
"linux:linux_kernel:2.6.11.12",191
"linux:linux_kernel:2.6.11.4",190
"linux:linux_kernel:2.6.11.1",185
"linux:linux_kernel:2.6.11.2",185
"linux:linux_kernel:2.6.12.5",185
"linux:linux_kernel:2.6.11.3",185
"linux:linux_kernel:2.6.14",184
"linux:linux_kernel:2.6.12.6",182
"linux:linux_kernel:2.6.12",179
"linux:linux_kernel:2.6.13.1",178
"linux:linux_kernel:2.6.13.2",177
"linux:linux_kernel:2.6.14.3",177
"mozilla:firefox:1.0.1",177
"linux:linux_kernel:2.6.14.1",177
"linux:linux_kernel:2.6.13.3",176
"linux:linux_kernel:2.6.14.2",176
"linux:linux_kernel:2.6.15",175
"mozilla:firefox:1.5",175
"linux:linux_kernel:2.6.13.4",175
"mozilla:firefox:1.0.2",175
"linux:linux_kernel:2.6.14.4",172
"linux:linux_kernel:2.6.11.10",171
"linux:linux_kernel:2.6.11.9",170
"mozilla:firefox:1.0.3",169
"mozilla:firefox:2.0",165
"mozilla:firefox:1.0.4",165
"mozilla:firefox:0.9",163
"mozilla:firefox:0.9.2",163
"linux:linux_kernel:2.6.14.5",161
"linux:linux_kernel:2.6.18",159
"linux:linux_kernel:2.6.15.1",159
"mozilla:firefox:0.8",159
"mozilla:firefox:0.9.3",159
"mozilla:firefox:1.5.0.1",158
"linux:linux_kernel:2.6.15.2",158
"linux:linux_kernel:2.6.15.4",158
"mozilla:firefox:0.9.1",158
"mozilla:firefox:2.0.0.1",157
"linux:linux_kernel:2.6.15.3",157
"linux:linux_kernel:2.6.15.5",156
"linux:linux_kernel:2.6.16",156
"mozilla:firefox:1.0.6",155
"mozilla:firefox:1.0.5",154
"linux:linux_kernel:2.6.16.1",152
"apple:mac_os_x:10.4.2",152
"mozilla:firefox:0.10.1",149
"mozilla:firefox:1.5.0.3",148
"mozilla:firefox:0.10",147
"linux:linux_kernel:2.6.16.2",146
"linux:linux_kernel:2.6.16.12",146
"mozilla:firefox:1.0.7",146
"mozilla:firefox:1.5.0.2",145
"linux:linux_kernel:2.6.16.11",144
"linux:linux_kernel:2.6.16.3",144
"linux:linux_kernel:2.6.16.13",144
"linux:linux_kernel:2.6.17",144
"linux:linux_kernel:2.6.16.7",143
"mozilla:firefox:0.9:rc",143
"apple:mac_os_x:10.4.1",141
"linux:linux_kernel:2.6.14.7",141
"linux:linux_kernel:2.6.14.6",141
"linux:linux_kernel:2.6.8.1",141
"linux:linux_kernel:2.6.16.4",141
"linux:linux_kernel:2.6.16.15",141
"microsoft:ie:6.0",140
"linux:linux_kernel:2.6.16.10",140
"linux:linux_kernel:2.6.16.9",139
"linux:linux_kernel:2.6.16.14",139
"linux:linux_kernel:2.6.16.16",139
"linux:linux_kernel:2.6.16.19",139
"linux:linux_kernel:2.6.15.6",139
"linux:linux_kernel:2.6.1:rc2",138
"linux:linux_kernel:2.6.1:rc1",138
"linux:linux_kernel:2.6.16.5",138
"linux:linux_kernel:2.6.15.7",138
"linux:linux_kernel:2.6.16.8",137
"linux:linux_kernel:2.6.16.6",137
"mozilla:firefox:1.5:beta1",137
"linux:linux_kernel:2.6.16.23",136
"mozilla:firefox:2.0.0.11",136
"mozilla:firefox:1.5.0.4",135
"linux:linux_kernel:2.6.16.20",135
"linux:linux_kernel:2.6.16.18",135
"linux:linux_kernel:2.6.16.27",134
"linux:linux_kernel:2.6.16.17",134
"linux:linux_kernel:2.6.16.21",133
"mozilla:firefox:2.0.0.3",133
"linux:linux_kernel:2.6.17.1",133
"linux:linux_kernel:2.6.16.22",133
"linux:linux_kernel:2.6.17.3",132
"apple:mac_os_x:10.3.9",131
"mozilla:firefox:2.0.0.2",131
"linux:linux_kernel:2.6.17.2",130
"linux:linux_kernel:2.6.16.24",130
"mozilla:firefox:1.5:beta2",130
"linux:linux_kernel:2.6.13.5",130
"linux:linux_kernel:2.6.17.6",129
"linux:linux_kernel:2.6.17.11",129
"linux:linux_kernel:2.6.17.8",129
"linux:linux_kernel:2.6.17.5",129
"mozilla:firefox:1.5.0.6",128
"apple:mac_os_x:10.4.3",128
"linux:linux_kernel:2.6.17.10",128
"linux:linux_kernel:2.6.23",127
"mozilla:firefox:2.0.0.12",127
"linux:linux_kernel:2.6.17.7",127
"apple:mac_os_x:10.4.5",126
"linux:linux_kernel:2.6.22",126
"linux:linux_kernel:2.6.17.4",125
"linux:linux_kernel:2.6.17.9",124
"linux:linux_kernel:2.6.17.12",123
"linux:linux_kernel:2.6.22.1",123
"linux:linux_kernel:2.6.17.13",123
"linux:linux_kernel:2.6.16.26",122
"apple:mac_os_x:10.4",122
"linux:linux_kernel:2.6.21.6",122
"linux:linux_kernel:2.6.17.14",122
"linux:linux_kernel:2.6.16.25",122
"apple:mac_os_x:10.4.4",122
"linux:linux_kernel:2.6.16.28",122
"linux:linux_kernel:2.6.16.30",122
"linux:linux_kernel:2.6.21.7",122
"mozilla:firefox:2.0.0.10",122
"mozilla:firefox:2.0.0.4",121
"mozilla:firefox:1.5.0.7",121
"linux:linux_kernel:2.6.16.29",121
"linux:linux_kernel:2.6.18.1",121
"linux:linux_kernel:2.6.23.9",121
"linux:linux_kernel:2.6.20.1",121
"mozilla:firefox:2.0.0.14",120
"linux:linux_kernel:2.6.16.31",120
"mozilla:firefox:2.0.0.7",120
"apple:mac_os_x:10.4.6",120
"linux:linux_kernel:2.6.19.4",119
"linux:linux_kernel:2.6.20",119
"sun:solaris:9.0::sparc",119
"mozilla:firefox:1.5.0.8",119
"mozilla:firefox:2.0.0.13",119
"mozilla:firefox:1.5.0.9",118
"mozilla:firefox:1.5.0.5",118
"linux:linux_kernel:2.6.22.12",117
"mozilla:firefox:3.0.1",117
"linux:linux_kernel:2.6.18.3",117
"linux:linux_kernel:2.6.19.5",117
"linux:linux_kernel:2.6.19.7",117
"linux:linux_kernel:2.6.22.11",117
"linux:linux_kernel:2.6.22.13",117
"linux:linux_kernel:2.6.22.14",117
"linux:linux_kernel:2.6.22.15",117
"linux:linux_kernel:2.6.9:2.6.20",117
"mozilla:seamonkey:1.0.1",116
"linux:linux_kernel:2.6.10:rc2",116
"linux:linux_kernel:2.6.19.6",116
"microsoft:ie:6.0:sp1",116
"linux:linux_kernel:2.6.22.17",116
"mozilla:firefox:2.0.0.5",115
"linux:linux_kernel:2.6.22.8",115
"linux:linux_kernel:2.6.6:rc1",115
"mozilla:firefox:3.0",114
"linux:linux_kernel:2.6.22.2",114
"mozilla:seamonkey:1.0",114
"linux:linux_kernel:2.6.22.10",114
"apple:mac_os_x:10.4.8",114
"linux:linux_kernel:2.6.24",113
"linux:linux_kernel:2.6.22.19",113
"linux:linux_kernel:2.6.22.18",113
"linux:linux_kernel:2.6.18.4",113
"linux:linux_kernel:2.6.18.2",113
"mozilla:firefox:2.0.0.9",113
"linux:linux_kernel:2.6.7:rc1",113
"linux:linux_kernel:2.6.22.9",112
"linux:linux_kernel:2.6.20.18",112
"linux:linux_kernel:2.6.21.5",112
"linux:linux_kernel:2.6.20.16",112
"linux:linux_kernel:2.6.20.17",112
"linux:linux_kernel:2.6.16.32",112
"linux:linux_kernel:2.6.16.33",112
"linux:linux_kernel:2.6.20.21",112
"mozilla:firefox:2.0.0.6",112
"mozilla:firefox:2.0.0.8",112
"linux:linux_kernel:2.6.20.19",112
"linux:linux_kernel:2.6.25",112
"linux:linux_kernel:2.6.23.10",111
"linux:linux_kernel:2.6.8:rc1",111
"linux:linux_kernel:2.6.8:rc2",111
"linux:linux_kernel:2.6.8:rc3",111
"linux:linux_kernel:2.6.20.20",111
"linux:linux_kernel:2.6.20.2",111
"linux:linux_kernel:2.6.21",111
"linux:linux_kernel:2.6.24.1",111
"linux:linux_kernel:2.6.19.2",111
"apple:mac_os_x:10.4.7",111
"linux:linux_kernel:2.6.18.5",110
"linux:linux_kernel:2.6.0:test9",110
"linux:linux_kernel:2.6.0:test8",110
"linux:linux_kernel:2.6.0:test7",110
"linux:linux_kernel:2.6.0:test3",110
"linux:linux_kernel:2.6.0:test6",110
"linux:linux_kernel:2.6.0:test5",110
"linux:linux_kernel:2.6.0:test4",110
"linux:linux_kernel:2.6.0:test2",110
"linux:linux_kernel:2.6.0:test1",110
"linux:linux_kernel:2.6.19.1",110
"linux:linux_kernel:2.6.24.2",110
"linux:linux_kernel:2.6.0:test11",109
"linux:linux_kernel:2.6.0:test10",109
"linux:linux_kernel:2.6.18.6",109
"mozilla:firefox:1.5.0.10",109
"mozilla:firefox:1.0.8",109
"linux:linux_kernel:2.6.20.5",109
"linux:linux_kernel:2.6.21.1",108
"linux:linux_kernel:2.6.20.4",108
"linux:linux_kernel:2.6.19.3",108
"linux:linux_kernel:2.6.24.4",108
"linux:linux_kernel:2.6.18:rc5",108
"linux:linux_kernel:2.6.25.1",108
"linux:linux_kernel:2.6.18:rc2",108
"linux:linux_kernel:2.6.18:rc1",108
"sun:solaris:8.0",108
"apple:mac_os_x:10.4.11",107
"linux:linux_kernel:2.6.24.6",107
"mozilla:firefox:3.0.3",107
"mozilla:firefox:3.0.2",107
"mozilla:seamonkey:1.0.2",107
"apple:mac_os_x_server:10.4.2",107
"linux:linux_kernel:2.6.24.3",107
"linux:linux_kernel:2.6.20.3",107
"linux:linux_kernel:2.6.24.5",107
"linux:linux_kernel:2.6.20.8",107
"microsoft:windows_xp::sp2:tablet_pc",106
"linux:linux_kernel:2.6.20.9",106
"linux:linux_kernel:2.6.21.2",106
"linux:linux_kernel:2.6.20.11",106
"linux:linux_kernel:2.6.16.41",105
"linux:linux_kernel:2.6.20.13",105
"linux:linux_kernel:2.6.16.40",105
"linux:linux_kernel:2.6.16.38",105
"linux:linux_kernel:2.6.16.34",105
"mozilla:firefox:2.0.0.15",105
"linux:linux_kernel:2.6.16.35",105
"linux:linux_kernel:2.6.16.36",105
"linux:linux_kernel:2.6.16.39",105
"linux:linux_kernel:2.6.25.2",105
"linux:linux_kernel:2.6.16.37",105
"mozilla:firefox:1.5.0.11",105
"linux:linux_kernel:2.6_test9_cvs",104
"linux:linux_kernel:2.6.25.4",103
"linux:linux_kernel:2.6.25.3",103
"microsoft:windows_xp::sp2",103
"linux:linux_kernel:2.6.18.7",103
"mozilla:firefox:2.0.0.16",103
"linux:linux_kernel:2.6.22.7",103
"linux:linux_kernel:2.6.18.8",103
"linux:linux_kernel:2.6.20.10",103
"linux:linux_kernel:2.6.20.12",103
"linux:linux_kernel:2.6.20.7",103
"mozilla:firefox:3.0.4",102
"linux:linux_kernel:2.6.11:rc2",102
"linux:linux_kernel:2.6.11:rc3",102
"linux:linux_kernel:2.6.12:rc4",102
"linux:linux_kernel:2.6.18:rc7",102
"linux:linux_kernel:2.6.18:rc3",102
"linux:linux_kernel:2.6.18:rc4",102
"linux:linux_kernel:2.6.20.6",102
"linux:linux_kernel:2.6.20.15",102
"linux:linux_kernel:2.6.20.14",102
"linux:linux_kernel:2.6.23.11",102
"linux:linux_kernel:2.6.23.12",102
"linux:linux_kernel:2.6.23.13",102
"linux:linux_kernel:2.6.23.8",102
"linux:linux_kernel:2.6.18:rc6",102
"mozilla:seamonkey:1.0.6",101
"mozilla:seamonkey:1.0.3",101
"linux:linux_kernel:2.6.25.5",101
"linux:linux_kernel:2.6.21.3",101
"linux:linux_kernel:2.6.21.4",101
"linux:linux_kernel:2.6.23.17",101
"linux:linux_kernel:2.6.23.15",101
"linux:linux_kernel:2.6.22.3",101
"linux:linux_kernel:2.6.22.6",101
"linux:linux_kernel:2.6.22.5",101
"linux:linux_kernel:2.6.22.4",101
"linux:linux_kernel:2.6.16.49",100
"linux:linux_kernel:2.6.25.8",100
"linux:linux_kernel:2.6.16.48",100
"linux:linux_kernel:2.6.16.47",100
"linux:linux_kernel:2.6.16.46",100
"linux:linux_kernel:2.6.16.45",100
"linux:linux_kernel:2.6.16.44",100
"linux:linux_kernel:2.6.16.53",100
"linux:linux_kernel:2.6.16.52",100
"linux:linux_kernel:2.6.16.51",100
"linux:linux_kernel:2.6.16.50",100
"linux:linux_kernel:2.6.16.43",100
"linux:linux_kernel:2.6.25.7",100
"mozilla:seamonkey:1.0:beta",100
"linux:linux_kernel:2.6.23.16",100
"linux:linux_kernel:2.6.22.16",100
"linux:linux_kernel:2.6.11:rc4",100
"sun:solaris:10.0::sparc",100
"linux:linux_kernel:2.6.25.6",100
"linux:linux_kernel:2.6.12:rc1",100
"mozilla:firefox:1.5.0.12",99
"apple:mac_os_x_server:10.4.1",99
"linux:linux_kernel:2.6.23.1",99
"linux:linux_kernel:2.6.23.2",99
"linux:linux_kernel:2.6.23.3",99
"linux:linux_kernel:2.6.23.4",99
"linux:linux_kernel:2.6.23.5",99
"linux:linux_kernel:2.6.23.6",99
"linux:linux_kernel:2.6.25.10",98
"linux:linux_kernel:2.6.23.7",98
"mozilla:seamonkey:1.1",98
"linux:linux_kernel:2.6.25.11",98
"linux:linux_kernel:2.6.25.12",98
"linux:linux_kernel:2.6.25.9",98
"apple:mac_os_x_server:10.4.11",97
"linux:linux_kernel:2.6.24.7",97
"microsoft:windows_2000::sp4",97
"microsoft:windows_xp::gold:professional",96
"linux:linux_kernel:2.6.23.14",96
"apple:mac_os_x:10.5.1",96
"apple:mac_os_x:10.3",95
"apple:mac_os_x:10.3.2",95
"linux:linux_kernel:2.6.25.14",94
"linux:linux_kernel:2.6.25.13",94
"mozilla:firefox:1.5.3",94
"mozilla:firefox:1.5.8",94
"mozilla:firefox:1.5.6",94
"apple:mac_os_x_server:10.5.2",93
"mozilla:firefox:1.5.2",93
"mozilla:seamonkey:1.1.7",93
"apple:mac_os_x:10.3.3",93
"apple:mac_os_x:10.5.2",93
"mozilla:seamonkey:1.0.9",93
"microsoft:windows_2000::sp4:server",93
"mozilla:thunderbird:1.5",93
"linux:linux_kernel:2.6.25.15",92
"mozilla:firefox:1.5.1",92
"mozilla:seamonkey:1.0.7",92
"mozilla:seamonkey:1.0.5",92
"apple:mac_os_x_server:10.4.3",92
"linux:linux_kernel:2.4.22",92
"microsoft:windows_2000::sp3:server",92
"microsoft:windows_2000::sp2:server",92
"mozilla:firefox:1.5.7",92
"microsoft:windows_2000::sp2:advanced_server",92
"mozilla:firefox:1.5.4",92
"oracle:database_server:10.1.0.5",92
"linux:linux_kernel:2.4.18",92
"mozilla:firefox:3.0.5",91
"mozilla:firefox:2.0.0.17",91
"linux:linux_kernel:2.6.26",91
"mozilla:firefox:1.5.5",91
"linux:linux_kernel:2.4.13",91
"linux:linux_kernel:2.4.16",91
"linux:linux_kernel:2.4.12",91
"linux:linux_kernel:2.4.23",91
"linux:linux_kernel:2.4.15",91
"microsoft:windows_2000::sp3:advanced_server",91
"linux:linux_kernel:2.4.14",91
"linux:linux_kernel:2.4.19",91
"linux:linux_kernel:2.4.10",91
"linux:linux_kernel:2.6.14:rc2",90
"linux:linux_kernel:2.6.26.3",90
"linux:linux_kernel:2.4.17",90
"linux:linux_kernel:2.4.11",90
"microsoft:windows_2000:::advanced_server",90
"linux:linux_kernel:2.6.14:rc1",90
"linux:linux_kernel:2.4.20",90
"linux:linux_kernel:2.4.21",90
"microsoft:windows_xp::sp1:home",90
"linux:linux_kernel:2.6.14:rc4",89
"mozilla:seamonkey:1.1.8",89
"linux:linux_kernel:2.6.26.2",89
"sun:solaris:8.0::x86",89
"microsoft:windows_2000:::server",89
"microsoft:windows_2000::sp1:advanced_server",89
"microsoft:windows_2000::sp2:professional",89
"ibm:aix:5.2",89
"linux:linux_kernel:2.6.14:rc3",89
"apple:mac_os_x_server:10.3.9",89
"apple:mac_os_x_server:10.4.5",89
"linux:linux_kernel:2.6.19",88
"microsoft:windows_2000::sp2:datacenter_server",88
"sun:solaris:9.0::x86",88
"microsoft:windows_2000::sp1:server",88
"microsoft:windows_2000::sp3:professional",88
"php:php:5.0.2",88
"mozilla:seamonkey:1.1.1",88
"linux:linux_kernel:2.4.0",88
"apple:mac_os_x:10.3.1",88
"php:php:4.3.1",87
"linux:linux_kernel:2.4.24",87
"linux:linux_kernel:2.4.6",87
"mozilla:seamonkey:1.1.3",87
"linux:linux_kernel:2.6.26.5",87
"linux:linux_kernel:2.6.26.1",87
"mozilla:seamonkey:1.0.8",87
"linux:linux_kernel:2.4.9",87
"microsoft:windows_xp:::64-bit",87
"microsoft:windows_2000::sp3:datacenter_server",87
"linux:linux_kernel:2.4.7",87
"linux:linux_kernel:2.4.8",87
"linux:linux_kernel:2.6.16.42",86
"linux:linux_kernel:2.6.27",86
"linux:linux_kernel:2.6.16.54",86
"linux:linux_kernel:2.4.5",86
"mozilla:firefox:1.8",86
"linux:linux_kernel:2.4.4",86
"php:php:5.0.1",86
"linux:linux_kernel:2.6.25.16",86
"mozilla:seamonkey:1.1.5",86
"apple:mac_os_x:10.3.4",86
"linux:linux_kernel:2.6.16.56",86
"php:php:5.0.3",86
"linux:linux_kernel:2.6.26.4",86
"microsoft:windows_2000:::professional",86
"linux:linux_kernel:2.6.16.57",86
"linux:linux_kernel:2.6.25.17",86
"linux:linux_kernel:2.6.16.55",86
"microsoft:windows_xp:::home",86
"linux:linux_kernel:2.6.16.59",86
"linux:linux_kernel:2.6.16.60",86
"linux:linux_kernel:2.6.16.61",86
"linux:linux_kernel:2.6.16.62",86
"php:php:4.2.2",85
"php:php:5.1.1",85
"linux:linux_kernel:2.4.3",85
"linux:linux_kernel:2.4.1",85
"mozilla:seamonkey:1.1.2",85
"apple:mac_os_x_server:10.5.1",85
"php:php:5.0.5",85
"linux:linux_kernel:2.4.2",85
"linux:linux_kernel:2.6.12:rc5",85
"apple:mac_os_x_server:10.4.4",85
"linux:linux_kernel:2.4.25",85
"microsoft:windows_2000::sp1:professional",85
"linux:linux_kernel:2.6.16.58",85
"suse:suse_linux:9.0",85
"ibm:aix:5.3",85
"php:php:4.3.2",84
"microsoft:windows_2000:::datacenter_server",84
"microsoft:windows_2000::sp1:datacenter_server",84
"php:php:4.2.3",84
"linux:linux_kernel:2.6.28",84
"mozilla:seamonkey:1.1.6",84
"php:php:5.1.2",84
"php:php:4.2.1",83
"linux:linux_kernel:2.4.26",83
"php:php:5.0.0",83
"php:php:4.2.0",83
"linux:linux_kernel:2.6.9",83
"mozilla:seamonkey:1.1.4",83
"php:php:5.0.4",83
"gentoo:linux",83
"linux:linux_kernel:2.6.13:rc1",82
"linux:linux_kernel:2.6.13:rc4",82
"php:php:4.1.2",82
"linux:linux_kernel:2.6.13:rc6",82
"linux:linux_kernel:2.6.13:rc7",82
"mozilla:firefox:3.0.6",82
"microsoft:windows_vista",81
"microsoft:windows_2000::sp4:advanced_server",81
"php:php:4.1.1",81
"php:php:4.1.0",81
"php:php:4.3.7",81
"apple:mac_os_x_server:10.3.2",81
"php:php:4.3.10",80
"redhat:enterprise_linux:3.0::enterprise_server",80
"mozilla:seamonkey:1.0.4",80
"php:php:4.3.9",80
"php:php:4.0.6",80
"php:php:4.3.3",80
"php:php:4.0.1",80
"php:php:4.3",80
"apple:mac_os_x_server:10.4",80
"php:php:4.3.6",80
"php:php:4.0.5",80
"php:php:4.0.2",80
"microsoft:windows_vista::sp1:x64",80
"mozilla:seamonkey:1.1.10",80
"php:php:4.0.4",79
"php:php:4.0.7",79
"apple:mac_os_x:10.5",79
"mozilla:seamonkey:1.1.9",79
"apple:mac_os_x_server:10.3",79
"mozilla:thunderbird:1.0",79
"mozilla:seamonkey:1.1.11",79
"microsoft:ie:5.5",79
"linux:linux_kernel:2.6.15:rc1",79
"linux:linux_kernel:2.6.22.20",79
"microsoft:office:2004::mac",79
"microsoft:windows_xp::sp3",79
"mozilla:firefox:2.0:rc3",79
"php:php:4.4.0",79
"apple:mac_os_x:10.2.8",79
"php:php:4.3.5",79
"php:php:5.2.0",78
"php:php:4.0.3",78
"microsoft:windows_server_2008:::x64",78
"php:php:5.1.4",78
"microsoft:windows_2000::sp4:datacenter_server",78
"microsoft:windows_2000::sp4:professional",78
"bea:weblogic_server:8.1",78
"apple:mac_os_x:10.3.5",78
"apple:mac_os_x_server:10.4.7",78
"php:php:4.3.8",78
"linux:linux_kernel:2.6.27.2",77
"apple:mac_os_x_server:10.3.1",77
"linux:linux_kernel:2.6.22.21",77
"linux:linux_kernel:2.6.15:rc3",77
"mozilla:firefox:2.0.0.18",77
"hp:hp-ux:11.11",77
"php:php:4.3.4",77
"linux:linux_kernel:2.6.27.4",76
"linux:linux_kernel:2.6.27.3",76
"apple:mac_os_x_server:10.3.3",76
"linux:linux_kernel:2.6.22.22",76
"linux:linux_kernel:2.6.27.1",75
"mozilla:firefox:3.0.7",75
"php:php:4.3.11",75
"php:php:4.4.2",75
"microsoft:windows_vista:::x64",74
"microsoft:office:2003:sp2",74
"mozilla:thunderbird:1.0.7",74
"mozilla:thunderbird:1.0.5",74
"mozilla:seamonkey:1.0::alpha",74
"mozilla:thunderbird:1.0.2",74
"suse:suse_linux:8.1",73
"sun:solaris:10::x86",73
"mozilla:thunderbird:1.0.6",73
"mozilla:thunderbird:1.0.1",73
"bea:weblogic_server:8.1:sp1",73
"suse:suse_linux:9.1",73
"mozilla:firefox:2.0:rc2",73
"linux:linux_kernel:2.6.27.7",72
"linux:linux_kernel:2.6.27.5",72
"linux:linux_kernel:2.6.11:rc1",72
"mozilla:seamonkey:1.1:beta",72
"mozilla:firefox:0.9_rc",72
"linux:linux_kernel:2.6.27.6",72
"mozilla:firefox:2.0:beta_1",72
"php:php:5.1.0",72
"linux:linux_kernel:2.4.21:pre1",72
"linux:linux_kernel:2.4.27",72
"apple:mac_os_x:10.4.9",71
"apple:mac_os_x_server:10.5.3",71
"apple:mac_os_x_server:10.3.4",71
