"sun:solaris",420
"microsoft:windows_nt",366
"redhat:linux",329
"microsoft:windows_2000",300
"hp:hp-ux",275
"sgi:irix",273
"freebsd:freebsd",264
"ibm:aix",205
"microsoft:ie",177
"debian:debian_linux",138
"netbsd:netbsd",137
"suse:suse_linux",136
"mandrakesoft:mandrake_linux",128
"openbsd:openbsd",122
"microsoft:internet_information_server",120
"sun:sunos",103
"linux:linux_kernel",96
"cisco:ios",96
"apache:http_server",86
"microsoft:windows_xp",83
"microsoft:sql_server",66
"sco:openserver",66
"conectiva:linux",61
"netscape:communicator",56
"sco:unixware",54
"microsoft:windows_2000_terminal_services",49
"microsoft:windows_95",49
"oracle:application_server",48
"oracle:oracle8i",48
"isc:bind",48
"bsdi:bsd_os",48
"microsoft:windows_98",45
"ssh:ssh",44
"slackware:slackware_linux",44
"oracle:oracle9i",41
"caldera:openlinux",41
"apple:mac_os_x",40
"mysql:mysql",39
"microsoft:outlook_express",37
"mozilla:mozilla",37
"microsoft:exchange_server",36
"checkpoint:firewall-1",36
"immunix:immunix",35
"kde:kde",34
"openbsd:openssh",32
"netscape:navigator",32
"hp:tru64",31
"microsoft:data_engine",31
"cisco:catos",30
"microsoft:outlook",30
"netscape:enterprise_server",28
"turbolinux:turbolinux",28
"digital:unix",28
"mozilla:bugzilla",28
"microsoft:office",27
"apache:tomcat",27
"compaq:tru64",27
"mit:kerberos",27
"oracle:database_server",26
"microsoft:windows_98se",26
"ssh:ssh2",26
"macromedia:jrun",25
"cisco:vpn_3000_concentrator",25
"openssl:openssl",24
"trend_micro:interscan_viruswall",24
"ipswitch:imail",24
"caldera:unixware",24
"microsoft:excel",23
"php:php",23
"trustix:secure_linux",22
"symantec_veritas:netbackup_advanced_reporter",21
"aol:instant_messenger",20
"eric_allman:sendmail",20
"novell:netware",20
"data_general:dg_ux",20
"oracle:application_server_web_cache",20
"microsoft:windows_me",19
"microsoft:site_server",19
"easy_software_products:cups",19
"xfree86_project:x11r6",18
"cde:cde",18
"francisco_burzi:php-nuke",18
"washington_university:wu-ftpd",18
"samba:samba",17
"sendmail:sendmail",17
"caldera:openunix",17
"sun:jre",17
"isc:inn",16
"bea:weblogic_server",16
"sco:open_desktop",16
"gnu:glibc",15
